CZK,HUF,12.143290831815422,ČSOB,2019-04-17
NOK,CZK,2.611,ČSOB,2019-04-17
CZK,NOK,0.36429872495446264,ČSOB,2019-04-17
PLN,CZK,5.853,ČSOB,2019-04-17
CZK,PLN,0.16241676140977748,ČSOB,2019-04-17
RON,CZK,5.259,ČSOB,2019-04-17
CZK,RON,0.18086453246518358,ČSOB,2019-04-17
RUB,CZK,0.33319000000000004,ČSOB,2019-04-17
CZK,RUB,2.6597866851078544,ČSOB,2019-04-17
SEK,CZK,2.396,ČSOB,2019-04-17
CZK,SEK,0.39698292973402144,ČSOB,2019-04-17
CHF,CZK,21.999,ČSOB,2019-04-17
CZK,CHF,0.043246983522899275,ČSOB,2019-04-17
TRY,CZK,3.678,ČSOB,2019-04-17
CZK,TRY,0.2405002405002405,ČSOB,2019-04-17
USD,CZK,22.156,ČSOB,2019-04-17
CZK,USD,0.04294425835265825,ČSOB,2019-04-17
GBP,CZK,28.927,ČSOB,2019-04-17
CZK,GBP,0.0328893274132544,ČSOB,2019-04-17
AUD,CZK,15.786,Raiffeisenbank,2019-04-17
CZK,AUD,0.0594883997620464,Raiffeisenbank,2019-04-17
BGN,CZK,12.714,Raiffeisenbank,2019-04-17
CZK,BGN,0.07386069872220992,Raiffeisenbank,2019-04-17
CAD,CZK,16.47,Raiffeisenbank,2019-04-17
CZK,CAD,0.05701904436081651,Raiffeisenbank,2019-04-17
CHF,CZK,21.87,Raiffeisenbank,2019-04-17
CZK,CHF,0.04294057025077293,Raiffeisenbank,2019-04-17
CNY,CZK,3.251,Raiffeisenbank,2019-04-17
CZK,CNY,0.28425241614553726,Raiffeisenbank,2019-04-17
